observed_date,rank,licensee,assignment_count
2026-03-13,4,CHORUS NEW ZEALAND LIMITED,3550
2026-03-13,5,EONFIBRE LIMITED,2050
2026-03-13,6,VITAL LIMITED,1972
2026-03-13,7,KIWIRAIL,1890
2026-03-13,8,KORDIA LIMITED,1467
2026-03-13,9,RURAL CONNECTIVITY GROUP LIMITED,1414
2026-03-13,10,NZ DEFENCE FORCE HEADQUARTERS,814
2026-03-13,11,ENTAIN NEW ZEALAND LIMITED,657
2026-03-13,12,LIGHTWIRE LIMITED,612
2026-03-13,13,AIRWAYS CORPORATION OF NEW ZEALAND LIMITED,597
2026-03-13,14,NZME RADIO LIMITED,593
2026-03-13,15,POWERCO LIMITED,590
2026-03-13,16,SPACE OPERATIONS NEW ZEALAND LIMITED,588
2026-03-13,17,EVERY PERSON,574
2026-03-13,18,ISO LIMITED,552
2026-03-13,19,NEP BROADCAST SERVICES NEW ZEALAND LIMITED,549
2026-03-13,20,KIWIRAIL LTD,533
2026-03-13,21,MEDIAWORKS RADIO LIMITED,490
2026-03-13,22,Fire and Emergency New Zealand,473
2026-03-13,23,DEPARTMENT OF CONSERVATION,467
2026-03-13,24,"The Crown acting by and through the Chief Executive of the Ministry of Business, Innovation, and Employment",438
2026-03-13,25,TAIT SYSTEMS NZ LIMITED,433
2026-03-15,1,ONE NEW ZEALAND GROUP LIMITED,10889
2026-03-15,2,SPARK NEW ZEALAND TRADING LIMITED,10093
2026-03-15,3,TWO DEGREES NETWORKS LIMITED,8737
2026-03-15,4,CHORUS NEW ZEALAND LIMITED,3550
2026-03-15,5,EONFIBRE LIMITED,2050
2026-03-15,6,VITAL LIMITED,1972
2026-03-15,7,KIWIRAIL,1890
2026-03-15,8,KORDIA LIMITED,1467
2026-03-15,9,RURAL CONNECTIVITY GROUP LIMITED,1414
2026-03-15,10,NZ DEFENCE FORCE HEADQUARTERS,814
2026-03-15,11,ENTAIN NEW ZEALAND LIMITED,657
2026-03-15,12,LIGHTWIRE LIMITED,612
2026-03-15,13,AIRWAYS CORPORATION OF NEW ZEALAND LIMITED,597
2026-03-15,14,NZME RADIO LIMITED,593
2026-03-15,15,SPACE OPERATIONS NEW ZEALAND LIMITED,592
2026-03-15,16,POWERCO LIMITED,590
2026-03-15,17,EVERY PERSON,574
2026-03-15,18,ISO LIMITED,552
2026-03-15,19,NEP BROADCAST SERVICES NEW ZEALAND LIMITED,549
2026-03-15,20,KIWIRAIL LTD,533
2026-03-15,21,MEDIAWORKS RADIO LIMITED,490
2026-03-15,22,Fire and Emergency New Zealand,473
2026-03-15,23,DEPARTMENT OF CONSERVATION,467
2026-03-15,24,"The Crown acting by and through the Chief Executive of the Ministry of Business, Innovation, and Employment",438
2026-03-15,25,TAIT SYSTEMS NZ LIMITED,433
2026-03-16,1,ONE NEW ZEALAND GROUP LIMITED,10889
2026-03-16,2,SPARK NEW ZEALAND TRADING LIMITED,10093
2026-03-16,3,TWO DEGREES NETWORKS LIMITED,8737
2026-03-16,4,CHORUS NEW ZEALAND LIMITED,3516
2026-03-16,5,EONFIBRE LIMITED,2050
2026-03-16,6,VITAL LIMITED,1972
2026-03-16,7,KIWIRAIL,1890
2026-03-16,8,KORDIA LIMITED,1467
2026-03-16,9,RURAL CONNECTIVITY GROUP LIMITED,1414
2026-03-16,10,NZ DEFENCE FORCE HEADQUARTERS,814
2026-03-16,11,ENTAIN NEW ZEALAND LIMITED,657
2026-03-16,12,LIGHTWIRE LIMITED,612
2026-03-16,13,AIRWAYS CORPORATION OF NEW ZEALAND LIMITED,597
2026-03-16,14,NZME RADIO LIMITED,593
2026-03-16,15,SPACE OPERATIONS NEW ZEALAND LIMITED,592
2026-03-16,16,POWERCO LIMITED,590
2026-03-16,17,EVERY PERSON,574
2026-03-16,18,ISO LIMITED,552
2026-03-16,19,NEP BROADCAST SERVICES NEW ZEALAND LIMITED,549
2026-03-16,20,"The Crown acting by and through the Chief Executive of the Ministry of Business, Innovation, and Employment",547
2026-03-16,21,KIWIRAIL LTD,533
2026-03-16,22,MEDIAWORKS RADIO LIMITED,490
2026-03-16,23,Fire and Emergency New Zealand,473
2026-03-16,24,DEPARTMENT OF CONSERVATION,467
2026-03-16,25,TAIT SYSTEMS NZ LIMITED,433
2026-03-17,1,ONE NEW ZEALAND GROUP LIMITED,10889
2026-03-17,2,SPARK NEW ZEALAND TRADING LIMITED,10093
2026-03-17,3,TWO DEGREES NETWORKS LIMITED,8737
2026-03-17,4,CHORUS NEW ZEALAND LIMITED,3512
2026-03-17,5,EONFIBRE LIMITED,2050
2026-03-17,6,VITAL LIMITED,1972
2026-03-17,7,KIWIRAIL,1890
2026-03-17,8,KORDIA LIMITED,1467
2026-03-17,9,RURAL CONNECTIVITY GROUP LIMITED,1414
2026-03-17,10,NZ DEFENCE FORCE HEADQUARTERS,814
2026-03-17,11,ENTAIN NEW ZEALAND LIMITED,657
2026-03-17,12,LIGHTWIRE LIMITED,612
2026-03-17,13,"The Crown acting by and through the Chief Executive of the Ministry of Business, Innovation, and Employment",597
2026-03-17,14,AIRWAYS CORPORATION OF NEW ZEALAND LIMITED,597
2026-03-17,15,NZME RADIO LIMITED,593
2026-03-17,16,SPACE OPERATIONS NEW ZEALAND LIMITED,592
2026-03-17,17,POWERCO LIMITED,590
2026-03-17,18,EVERY PERSON,574
2026-03-17,19,ISO LIMITED,552
2026-03-17,20,NEP BROADCAST SERVICES NEW ZEALAND LIMITED,549
2026-03-17,21,KIWIRAIL LTD,533
2026-03-17,22,MEDIAWORKS RADIO LIMITED,490
2026-03-17,23,Fire and Emergency New Zealand,473
2026-03-17,24,DEPARTMENT OF CONSERVATION,467
2026-03-17,25,TAIT SYSTEMS NZ LIMITED,433
2026-03-18,1,ONE NEW ZEALAND GROUP LIMITED,10894
2026-03-18,2,SPARK NEW ZEALAND TRADING LIMITED,10111
2026-03-18,3,TWO DEGREES NETWORKS LIMITED,8740
2026-03-18,4,CHORUS NEW ZEALAND LIMITED,3496
2026-03-18,5,EONFIBRE LIMITED,2053
2026-03-18,6,VITAL LIMITED,1972
2026-03-18,7,KIWIRAIL,1908
2026-03-18,8,KORDIA LIMITED,1468
2026-03-18,9,RURAL CONNECTIVITY GROUP LIMITED,1413
2026-03-18,10,NZ DEFENCE FORCE HEADQUARTERS,814
2026-03-18,11,"The Crown acting by and through the Chief Executive of the Ministry of Business, Innovation, and Employment",662
2026-03-18,12,ENTAIN NEW ZEALAND LIMITED,657
2026-03-18,13,LIGHTWIRE LIMITED,616
2026-03-18,14,AIRWAYS CORPORATION OF NEW ZEALAND LIMITED,597
2026-03-18,15,NZME RADIO LIMITED,593
2026-03-18,16,SPACE OPERATIONS NEW ZEALAND LIMITED,592
2026-03-18,17,POWERCO LIMITED,590
2026-03-18,18,EVERY PERSON,574
2026-03-18,19,ISO LIMITED,552
2026-03-18,20,NEP BROADCAST SERVICES NEW ZEALAND LIMITED,548
2026-03-18,21,KIWIRAIL LTD,533
2026-03-18,22,MEDIAWORKS RADIO LIMITED,490
2026-03-18,23,Fire and Emergency New Zealand,473
2026-03-18,24,DEPARTMENT OF CONSERVATION,467
2026-03-18,25,TAIT SYSTEMS NZ LIMITED,433
2026-03-19,1,ONE NEW ZEALAND GROUP LIMITED,10889
2026-03-19,2,SPARK NEW ZEALAND TRADING LIMITED,10124
2026-03-19,3,TWO DEGREES NETWORKS LIMITED,8737
2026-03-19,4,CHORUS NEW ZEALAND LIMITED,3494
2026-03-19,5,EONFIBRE LIMITED,2050
2026-03-19,6,VITAL LIMITED,1972
2026-03-19,7,KIWIRAIL,1892
2026-03-19,8,KORDIA LIMITED,1467
2026-03-19,9,RURAL CONNECTIVITY GROUP LIMITED,1414
2026-03-19,10,NZ DEFENCE FORCE HEADQUARTERS,814
2026-03-19,11,"The Crown acting by and through the Chief Executive of the Ministry of Business, Innovation, and Employment",712
2026-03-19,12,ENTAIN NEW ZEALAND LIMITED,657
2026-03-19,13,LIGHTWIRE LIMITED,616
2026-03-19,14,AIRWAYS CORPORATION OF NEW ZEALAND LIMITED,597
2026-03-19,15,NZME RADIO LIMITED,593
2026-03-19,16,SPACE OPERATIONS NEW ZEALAND LIMITED,592
2026-03-19,17,POWERCO LIMITED,590
2026-03-19,18,EVERY PERSON,574
2026-03-19,19,ISO LIMITED,552
2026-03-19,20,NEP BROADCAST SERVICES NEW ZEALAND LIMITED,549
2026-03-19,21,KIWIRAIL LTD,533
2026-03-19,22,MEDIAWORKS RADIO LIMITED,490
2026-03-19,23,Fire and Emergency New Zealand,473
2026-03-19,24,DEPARTMENT OF CONSERVATION,467
2026-03-19,25,TAIT SYSTEMS NZ LIMITED,433
2026-03-22,1,ONE NEW ZEALAND GROUP LIMITED,10889
2026-03-22,2,SPARK NEW ZEALAND TRADING LIMITED,10135
2026-03-22,3,TWO DEGREES NETWORKS LIMITED,8745
2026-03-22,4,CHORUS NEW ZEALAND LIMITED,3465
2026-03-22,5,EONFIBRE LIMITED,2050
2026-03-22,6,VITAL LIMITED,1972
2026-03-22,7,KIWIRAIL,1892
2026-03-22,8,KORDIA LIMITED,1467
2026-03-22,9,RURAL CONNECTIVITY GROUP LIMITED,1414
2026-03-22,10,NZ DEFENCE FORCE HEADQUARTERS,814
2026-03-22,11,"The Crown acting by and through the Chief Executive of the Ministry of Business, Innovation, and Employment",712
2026-03-22,12,ENTAIN NEW ZEALAND LIMITED,657
2026-03-22,13,LIGHTWIRE LIMITED,616
2026-03-22,14,AIRWAYS CORPORATION OF NEW ZEALAND LIMITED,597
2026-03-22,15,NZME RADIO LIMITED,593
2026-03-22,16,SPACE OPERATIONS NEW ZEALAND LIMITED,592
2026-03-22,17,POWERCO LIMITED,590
2026-03-22,18,EVERY PERSON,574
2026-03-22,19,ISO LIMITED,552
2026-03-22,20,NEP BROADCAST SERVICES NEW ZEALAND LIMITED,549
2026-03-22,21,KIWIRAIL LTD,533
2026-03-22,22,MEDIAWORKS RADIO LIMITED,490
2026-03-22,23,Fire and Emergency New Zealand,473
2026-03-22,24,DEPARTMENT OF CONSERVATION,467
2026-03-22,25,TAIT SYSTEMS NZ LIMITED,433
2026-03-23,1,ONE NEW ZEALAND GROUP LIMITED,10889
2026-03-23,2,SPARK NEW ZEALAND TRADING LIMITED,10143
2026-03-23,3,TWO DEGREES NETWORKS LIMITED,8745
2026-03-23,4,CHORUS NEW ZEALAND LIMITED,3465
2026-03-23,5,EONFIBRE LIMITED,2050
2026-03-23,6,VITAL LIMITED,1972
2026-03-23,7,KIWIRAIL,1892
2026-03-23,8,KORDIA LIMITED,1467
2026-03-23,9,RURAL CONNECTIVITY GROUP LIMITED,1414
2026-03-23,10,"The Crown acting by and through the Chief Executive of the Ministry of Business, Innovation, and Employment",1075
2026-03-23,11,NZ DEFENCE FORCE HEADQUARTERS,814
2026-03-23,12,ENTAIN NEW ZEALAND LIMITED,657
2026-03-23,13,LIGHTWIRE LIMITED,616
2026-03-23,14,AIRWAYS CORPORATION OF NEW ZEALAND LIMITED,597
2026-03-23,15,NZME RADIO LIMITED,593
2026-03-23,16,SPACE OPERATIONS NEW ZEALAND LIMITED,592
2026-03-23,17,POWERCO LIMITED,590
2026-03-23,18,EVERY PERSON,574
2026-03-23,19,ISO LIMITED,552
2026-03-23,20,NEP BROADCAST SERVICES NEW ZEALAND LIMITED,549
2026-03-23,21,KIWIRAIL LTD,533
2026-03-23,22,MEDIAWORKS RADIO LIMITED,490
2026-03-23,23,Fire and Emergency New Zealand,473
2026-03-23,24,DEPARTMENT OF CONSERVATION,467
2026-03-23,25,TAIT SYSTEMS NZ LIMITED,433
2026-03-24,1,ONE NEW ZEALAND GROUP LIMITED,10889
2026-03-24,2,SPARK NEW ZEALAND TRADING LIMITED,10143
2026-03-24,3,TWO DEGREES NETWORKS LIMITED,8751
2026-03-24,4,CHORUS NEW ZEALAND LIMITED,3461
2026-03-24,5,EONFIBRE LIMITED,2056
2026-03-24,6,VITAL LIMITED,1972
2026-03-24,7,KIWIRAIL,1892
2026-03-24,8,KORDIA LIMITED,1467
2026-03-24,9,RURAL CONNECTIVITY GROUP LIMITED,1414
2026-03-24,10,"The Crown acting by and through the Chief Executive of the Ministry of Business, Innovation, and Employment",1075
2026-03-24,11,NZ DEFENCE FORCE HEADQUARTERS,814
2026-03-24,12,ENTAIN NEW ZEALAND LIMITED,657
2026-03-24,13,LIGHTWIRE LIMITED,616
2026-03-24,14,AIRWAYS CORPORATION OF NEW ZEALAND LIMITED,597
2026-03-24,15,NZME RADIO LIMITED,593
2026-03-24,16,SPACE OPERATIONS NEW ZEALAND LIMITED,592
2026-03-24,17,POWERCO LIMITED,590
2026-03-24,18,EVERY PERSON,574
2026-03-24,19,ISO LIMITED,552
2026-03-24,20,NEP BROADCAST SERVICES NEW ZEALAND LIMITED,549
2026-03-24,21,KIWIRAIL LTD,533
2026-03-24,22,MEDIAWORKS RADIO LIMITED,490
2026-03-24,23,Fire and Emergency New Zealand,473
2026-03-24,24,DEPARTMENT OF CONSERVATION,465
2026-03-24,25,TAIT SYSTEMS NZ LIMITED,433
2026-03-26,1,ONE NEW ZEALAND GROUP LIMITED,10889
2026-03-26,2,SPARK NEW ZEALAND TRADING LIMITED,10143
2026-03-26,3,TWO DEGREES NETWORKS LIMITED,8751
2026-03-26,4,CHORUS NEW ZEALAND LIMITED,3461
2026-03-26,5,EONFIBRE LIMITED,2056
2026-03-26,6,VITAL LIMITED,1972
2026-03-26,7,KIWIRAIL,1896
2026-03-26,8,KORDIA LIMITED,1467
2026-03-26,9,RURAL CONNECTIVITY GROUP LIMITED,1414
2026-03-26,10,"The Crown acting by and through the Chief Executive of the Ministry of Business, Innovation, and Employment",1075
2026-03-26,11,NZ DEFENCE FORCE HEADQUARTERS,814
2026-03-26,12,ENTAIN NEW ZEALAND LIMITED,657
2026-03-26,13,LIGHTWIRE LIMITED,616
2026-03-26,14,AIRWAYS CORPORATION OF NEW ZEALAND LIMITED,597
2026-03-26,15,NZME RADIO LIMITED,593
2026-03-26,16,SPACE OPERATIONS NEW ZEALAND LIMITED,592
2026-03-26,17,POWERCO LIMITED,590
2026-03-26,18,NEP BROADCAST SERVICES NEW ZEALAND LIMITED,577
2026-03-26,19,EVERY PERSON,574
2026-03-26,20,ISO LIMITED,552
2026-03-26,21,KIWIRAIL LTD,533
2026-03-26,22,MEDIAWORKS RADIO LIMITED,490
2026-03-26,23,Fire and Emergency New Zealand,473
2026-03-26,24,DEPARTMENT OF CONSERVATION,465
2026-03-26,25,TAIT SYSTEMS NZ LIMITED,433
2026-03-27,1,ONE NEW ZEALAND GROUP LIMITED,10932
2026-03-27,2,SPARK NEW ZEALAND TRADING LIMITED,10147
2026-03-27,3,TWO DEGREES NETWORKS LIMITED,8751
2026-03-27,4,CHORUS NEW ZEALAND LIMITED,3461
2026-03-27,5,EONFIBRE LIMITED,2056
2026-03-27,6,VITAL LIMITED,1972
2026-03-27,7,KIWIRAIL,1896
2026-03-27,8,KORDIA LIMITED,1467
2026-03-27,9,RURAL CONNECTIVITY GROUP LIMITED,1414
2026-03-27,10,"The Crown acting by and through the Chief Executive of the Ministry of Business, Innovation, and Employment",1075
2026-03-27,11,NZ DEFENCE FORCE HEADQUARTERS,814
2026-03-27,12,ENTAIN NEW ZEALAND LIMITED,657
2026-03-27,13,LIGHTWIRE LIMITED,616
2026-03-27,14,AIRWAYS CORPORATION OF NEW ZEALAND LIMITED,597
2026-03-27,15,POWERCO LIMITED,594
2026-03-27,16,NZME RADIO LIMITED,593
2026-03-27,17,SPACE OPERATIONS NEW ZEALAND LIMITED,592
2026-03-27,18,NEP BROADCAST SERVICES NEW ZEALAND LIMITED,577
2026-03-27,19,EVERY PERSON,574
2026-03-27,20,ISO LIMITED,552
2026-03-27,21,KIWIRAIL LTD,533
2026-03-27,22,MEDIAWORKS RADIO LIMITED,490
2026-03-27,23,Fire and Emergency New Zealand,473
2026-03-27,24,DEPARTMENT OF CONSERVATION,465
2026-03-27,25,TAIT SYSTEMS NZ LIMITED,433
2026-03-29,1,ONE NEW ZEALAND GROUP LIMITED,10932
2026-03-29,2,SPARK NEW ZEALAND TRADING LIMITED,10147
2026-03-29,3,TWO DEGREES NETWORKS LIMITED,8751
2026-03-29,4,CHORUS NEW ZEALAND LIMITED,3416
2026-03-29,5,EONFIBRE LIMITED,2056
2026-03-29,6,VITAL LIMITED,1972
2026-03-29,7,KIWIRAIL,1896
2026-03-29,8,KORDIA LIMITED,1467
2026-03-29,9,RURAL CONNECTIVITY GROUP LIMITED,1414
2026-03-29,10,"The Crown acting by and through the Chief Executive of the Ministry of Business, Innovation, and Employment",1075
2026-03-29,11,NZ DEFENCE FORCE HEADQUARTERS,814
2026-03-29,12,ENTAIN NEW ZEALAND LIMITED,657
2026-03-29,13,LIGHTWIRE LIMITED,616
2026-03-29,14,AIRWAYS CORPORATION OF NEW ZEALAND LIMITED,597
2026-03-29,15,POWERCO LIMITED,594
2026-03-29,16,NZME RADIO LIMITED,593
2026-03-29,17,SPACE OPERATIONS NEW ZEALAND LIMITED,592
2026-03-29,18,NEP BROADCAST SERVICES NEW ZEALAND LIMITED,577
2026-03-29,19,EVERY PERSON,574
2026-03-29,20,ISO LIMITED,552
2026-03-29,21,KIWIRAIL LTD,533
2026-03-29,22,MEDIAWORKS RADIO LIMITED,490
2026-03-29,23,Fire and Emergency New Zealand,473
2026-03-29,24,DEPARTMENT OF CONSERVATION,465
2026-03-29,25,TAIT SYSTEMS NZ LIMITED,433
2026-03-30,1,ONE NEW ZEALAND GROUP LIMITED,10932
2026-03-30,2,SPARK NEW ZEALAND TRADING LIMITED,10147
2026-03-30,3,TWO DEGREES NETWORKS LIMITED,8751
2026-03-30,4,CHORUS NEW ZEALAND LIMITED,3375
2026-03-30,5,EONFIBRE LIMITED,2056
2026-03-30,6,VITAL LIMITED,1972
2026-03-30,7,KIWIRAIL,1896
2026-03-30,8,KORDIA LIMITED,1467
2026-03-30,9,RURAL CONNECTIVITY GROUP LIMITED,1414
2026-03-30,10,"The Crown acting by and through the Chief Executive of the Ministry of Business, Innovation, and Employment",1075
2026-03-30,11,NZ DEFENCE FORCE HEADQUARTERS,814
2026-03-30,12,ENTAIN NEW ZEALAND LIMITED,657
2026-03-30,13,SPACE OPERATIONS NEW ZEALAND LIMITED,621
2026-03-30,14,LIGHTWIRE LIMITED,616
2026-03-30,15,AIRWAYS CORPORATION OF NEW ZEALAND LIMITED,597
2026-03-30,16,POWERCO LIMITED,594
2026-03-30,17,NZME RADIO LIMITED,593
2026-03-30,18,NEP BROADCAST SERVICES NEW ZEALAND LIMITED,579
2026-03-30,19,EVERY PERSON,574
2026-03-30,20,ISO LIMITED,552
2026-03-30,21,KIWIRAIL LTD,533
2026-03-30,22,MEDIAWORKS RADIO LIMITED,490
2026-03-30,23,Fire and Emergency New Zealand,473
2026-03-30,24,DEPARTMENT OF CONSERVATION,465
2026-03-30,25,TAIT SYSTEMS NZ LIMITED,433
2026-03-31,1,ONE NEW ZEALAND GROUP LIMITED,10935
2026-03-31,2,SPARK NEW ZEALAND TRADING LIMITED,10141
2026-03-31,3,TWO DEGREES NETWORKS LIMITED,8734
2026-03-31,4,CHORUS NEW ZEALAND LIMITED,3128
2026-03-31,5,EONFIBRE LIMITED,2056
2026-03-31,6,VITAL LIMITED,1972
2026-03-31,7,KIWIRAIL,1896
2026-03-31,8,KORDIA LIMITED,1467
2026-03-31,9,RURAL CONNECTIVITY GROUP LIMITED,1414
2026-03-31,10,"The Crown acting by and through the Chief Executive of the Ministry of Business, Innovation, and Employment",1075
2026-03-31,11,NZ DEFENCE FORCE HEADQUARTERS,814
2026-03-31,12,ENTAIN NEW ZEALAND LIMITED,657
2026-03-31,13,SPACE OPERATIONS NEW ZEALAND LIMITED,621
2026-03-31,14,LIGHTWIRE LIMITED,616
2026-03-31,15,AIRWAYS CORPORATION OF NEW ZEALAND LIMITED,597
2026-03-31,16,POWERCO LIMITED,594
2026-03-31,17,NZME RADIO LIMITED,593
2026-03-31,18,NEP BROADCAST SERVICES NEW ZEALAND LIMITED,579
2026-03-31,19,EVERY PERSON,574
2026-03-31,20,ISO LIMITED,552
2026-03-31,21,KIWIRAIL LTD,533
2026-03-31,22,MEDIAWORKS RADIO LIMITED,490
2026-03-31,23,Fire and Emergency New Zealand,473
2026-03-31,24,DEPARTMENT OF CONSERVATION,465
2026-03-31,25,TAIT SYSTEMS NZ LIMITED,433
2026-04-01,1,ONE NEW ZEALAND GROUP LIMITED,10938
2026-04-01,2,SPARK NEW ZEALAND TRADING LIMITED,10167
2026-04-01,3,TWO DEGREES NETWORKS LIMITED,8738
2026-04-01,4,CHORUS NEW ZEALAND LIMITED,3128
2026-04-01,5,EONFIBRE LIMITED,2056
2026-04-01,6,VITAL LIMITED,1972
2026-04-01,7,KIWIRAIL,1896
2026-04-01,8,KORDIA LIMITED,1467
2026-04-01,9,RURAL CONNECTIVITY GROUP LIMITED,1424
2026-04-01,10,"The Crown acting by and through the Chief Executive of the Ministry of Business, Innovation, and Employment",1075
2026-04-01,11,NZ DEFENCE FORCE HEADQUARTERS,814
2026-04-01,12,ENTAIN NEW ZEALAND LIMITED,657
2026-04-01,13,SPACE OPERATIONS NEW ZEALAND LIMITED,621
2026-04-01,14,LIGHTWIRE LIMITED,616
2026-04-01,15,AIRWAYS CORPORATION OF NEW ZEALAND LIMITED,597
2026-04-01,16,POWERCO LIMITED,594
2026-04-01,17,NZME RADIO LIMITED,593
2026-04-01,18,NEP BROADCAST SERVICES NEW ZEALAND LIMITED,581
2026-04-01,19,EVERY PERSON,574
2026-04-01,20,ISO LIMITED,552
2026-04-01,21,KIWIRAIL LTD,533
2026-04-01,22,MEDIAWORKS RADIO LIMITED,490
2026-04-01,23,Fire and Emergency New Zealand,473
2026-04-01,24,DEPARTMENT OF CONSERVATION,465
2026-04-01,25,TAIT SYSTEMS NZ LIMITED,433
2026-04-02,1,ONE NEW ZEALAND GROUP LIMITED,10938
2026-04-02,2,SPARK NEW ZEALAND TRADING LIMITED,10167
2026-04-02,3,TWO DEGREES NETWORKS LIMITED,8738
2026-04-02,4,CHORUS NEW ZEALAND LIMITED,3128
2026-04-02,5,EONFIBRE LIMITED,2056
2026-04-02,6,VITAL LIMITED,1972
2026-04-02,7,KIWIRAIL,1896
2026-04-02,8,KORDIA LIMITED,1467
2026-04-02,9,RURAL CONNECTIVITY GROUP LIMITED,1424
2026-04-02,10,"The Crown acting by and through the Chief Executive of the Ministry of Business, Innovation, and Employment",1075
2026-04-02,11,NZ DEFENCE FORCE HEADQUARTERS,814
2026-04-02,12,ENTAIN NEW ZEALAND LIMITED,657
2026-04-02,13,SPACE OPERATIONS NEW ZEALAND LIMITED,621
2026-04-02,14,LIGHTWIRE LIMITED,616
2026-04-02,15,AIRWAYS CORPORATION OF NEW ZEALAND LIMITED,597
2026-04-02,16,POWERCO LIMITED,594
2026-04-02,17,NZME RADIO LIMITED,593
2026-04-02,18,NEP BROADCAST SERVICES NEW ZEALAND LIMITED,585
2026-04-02,19,EVERY PERSON,574
2026-04-02,20,ISO LIMITED,552
2026-04-02,21,KIWIRAIL LTD,533
2026-04-02,22,MEDIAWORKS RADIO LIMITED,490
2026-04-02,23,Fire and Emergency New Zealand,473
2026-04-02,24,DEPARTMENT OF CONSERVATION,465
2026-04-02,25,TAIT SYSTEMS NZ LIMITED,433
2026-04-06,1,ONE NEW ZEALAND GROUP LIMITED,10938
2026-04-06,2,SPARK NEW ZEALAND TRADING LIMITED,10167
2026-04-06,3,TWO DEGREES NETWORKS LIMITED,8744
2026-04-06,4,CHORUS NEW ZEALAND LIMITED,3128
2026-04-06,5,EONFIBRE LIMITED,2056
2026-04-06,6,VITAL LIMITED,1972
2026-04-06,7,KIWIRAIL,1896
2026-04-06,8,KORDIA LIMITED,1467
2026-04-06,9,RURAL CONNECTIVITY GROUP LIMITED,1424
2026-04-06,10,"The Crown acting by and through the Chief Executive of the Ministry of Business, Innovation, and Employment",1075
2026-04-06,11,NZ DEFENCE FORCE HEADQUARTERS,814
2026-04-06,12,ENTAIN NEW ZEALAND LIMITED,657
2026-04-06,13,SPACE OPERATIONS NEW ZEALAND LIMITED,621
2026-04-06,14,LIGHTWIRE LIMITED,616
2026-04-06,15,AIRWAYS CORPORATION OF NEW ZEALAND LIMITED,597
2026-04-06,16,POWERCO LIMITED,594
2026-04-06,17,NZME RADIO LIMITED,593
2026-04-06,18,NEP BROADCAST SERVICES NEW ZEALAND LIMITED,585
2026-04-06,19,EVERY PERSON,574
2026-04-06,20,ISO LIMITED,552
2026-04-06,21,KIWIRAIL LTD,533
2026-04-06,22,MEDIAWORKS RADIO LIMITED,490
2026-04-06,23,Fire and Emergency New Zealand,473
2026-04-06,24,DEPARTMENT OF CONSERVATION,465
2026-04-06,25,TAIT SYSTEMS NZ LIMITED,433
2026-04-07,1,ONE NEW ZEALAND GROUP LIMITED,10938
2026-04-07,2,SPARK NEW ZEALAND TRADING LIMITED,10167
2026-04-07,3,TWO DEGREES NETWORKS LIMITED,8744
2026-04-07,4,CHORUS NEW ZEALAND LIMITED,3128
2026-04-07,5,EONFIBRE LIMITED,2056
2026-04-07,6,VITAL LIMITED,1970
2026-04-07,7,KIWIRAIL,1896
2026-04-07,8,KORDIA LIMITED,1467
2026-04-07,9,RURAL CONNECTIVITY GROUP LIMITED,1424
2026-04-07,10,"The Crown acting by and through the Chief Executive of the Ministry of Business, Innovation, and Employment",1075
2026-04-07,11,NZ DEFENCE FORCE HEADQUARTERS,814
2026-04-07,12,ENTAIN NEW ZEALAND LIMITED,657
2026-04-07,13,SPACE OPERATIONS NEW ZEALAND LIMITED,621
2026-04-07,14,LIGHTWIRE LIMITED,616
2026-04-07,15,AIRWAYS CORPORATION OF NEW ZEALAND LIMITED,597
2026-04-07,16,POWERCO LIMITED,594
2026-04-07,17,NZME RADIO LIMITED,593
2026-04-07,18,NEP BROADCAST SERVICES NEW ZEALAND LIMITED,585
2026-04-07,19,EVERY PERSON,574
2026-04-07,20,ISO LIMITED,552
2026-04-07,21,KIWIRAIL LTD,533
2026-04-07,22,MEDIAWORKS RADIO LIMITED,490
2026-04-07,23,Fire and Emergency New Zealand,473
2026-04-07,24,DEPARTMENT OF CONSERVATION,465
2026-04-07,25,TAIT SYSTEMS NZ LIMITED,433
2026-04-08,1,ONE NEW ZEALAND GROUP LIMITED,10938
2026-04-08,2,SPARK NEW ZEALAND TRADING LIMITED,10167
2026-04-08,3,TWO DEGREES NETWORKS LIMITED,8744
2026-04-08,4,CHORUS NEW ZEALAND LIMITED,3128
2026-04-08,5,EONFIBRE LIMITED,2056
2026-04-08,6,VITAL LIMITED,1970
2026-04-08,7,KIWIRAIL,1896
2026-04-08,8,KORDIA LIMITED,1467
2026-04-08,9,RURAL CONNECTIVITY GROUP LIMITED,1424
2026-04-08,10,"The Crown acting by and through the Chief Executive of the Ministry of Business, Innovation, and Employment",1079
2026-04-08,11,NZ DEFENCE FORCE HEADQUARTERS,814
2026-04-08,12,ENTAIN NEW ZEALAND LIMITED,657
2026-04-08,13,SPACE OPERATIONS NEW ZEALAND LIMITED,621
2026-04-08,14,LIGHTWIRE LIMITED,616
2026-04-08,15,AIRWAYS CORPORATION OF NEW ZEALAND LIMITED,597
2026-04-08,16,POWERCO LIMITED,594
2026-04-08,17,NZME RADIO LIMITED,593
2026-04-08,18,NEP BROADCAST SERVICES NEW ZEALAND LIMITED,585
2026-04-08,19,EVERY PERSON,574
2026-04-08,20,ISO LIMITED,552
2026-04-08,21,KIWIRAIL LTD,533
2026-04-08,22,MEDIAWORKS RADIO LIMITED,490
2026-04-08,23,Fire and Emergency New Zealand,473
2026-04-08,24,DEPARTMENT OF CONSERVATION,465
